0,1,2,3,4,5,6,7,8,9,class,id
-2.8809801387396217,-0.007239966757541446,1.4773334268700569,0.2405483600213082,-1.0935211611914568,3.2921146292420307,3.8733193360269205,3.4494149104217624,1.8113776423949979,-1.2881833515176027,0,0
-2.8422534847375345,2.897870641075564,-1.8844926539880307,-0.17323603513288988,2.523119896078459,-1.9471913040416262,-0.5854502254376395,-0.4236831717734053,-0.20170252936682176,-1.3922576797132755,0,1
-1.7235170033324176,0.5641941453164473,-0.8763627964791222,0.4690506194988344,2.039606348209202,1.9794920348868617,1.073011834212469,2.711530386614586,-2.619589644496079,1.6482734232968879,0,2
-0.9722099698710146,-1.394167185621666,0.5504511460531663,1.403864275939818,1.0509369941178157,-0.5564784411129975,-0.9929872180627599,-1.508177859436224,-1.2481789632745186,-0.5005756090510627,1,3
-2.552427524177891,0.6635497100692671,-0.13987132970690802,0.9256209608133886,0.885702765627776,-0.48265206031819363,0.4281569202900052,0.2709210952977875,0.2106025176313504,-0.8767016790701351,0,4
-4.677065049686702,0.41977293822194606,-0.2894246733153747,0.7969797978806852,-0.8670804157709964,-0.6479379101809515,3.132783833782249,1.3651700350650091,-0.7634529205607248,-1.3197256008889657,1,5
-1.0483835006066116,-1.9030203648236286,0.9797772250676777,1.3782985824400777,-1.6113070974288566,0.6771492366658622,-0.48516825124279017,0.4240432700747242,-1.5509861471774484,-1.1219791825982366,0,6
-6.1232641612740455,1.3366365577615706,0.19862004863553878,1.586989021719156,-0.8147706440615758,-1.114844399455706,2.132760800451023,2.3305040877029364,-1.4318825918263909,-1.7487025237523912,0,7
1.6875212741069432,-4.971561060978448,1.511621264001729,0.9050689181108205,-2.4694234828999937,2.933306280332939,1.7284761848541599,-0.20763900217564335,-0.7419172551752722,0.4675141005666392,0,8
-1.1041293287988856,-4.473629751592243,-0.9508132551785956,3.8124408620803836,-0.7705382066910249,0.7378253679005645,2.259083200411876,-0.04121731099863157,0.06678082599380142,2.9296663908249654,1,9
-4.4719379381027275,1.8328492337327726,-1.581627726542512,0.059997211998281785,-2.8894145146797134,-2.627732222488345,1.815493786664787,1.3459301072853667,-0.959361110270222,-2.3413108394304523,0,10
0.10801258634072042,-4.625296567423767,-0.5281389811631215,3.313193104628876,-0.46288552966888186,1.2977957341143151,0.9451957811495018,-1.136361258748642,1.3798583963066449,1.4292136716860555,0,11
2.538072478935501,2.4685456423333,-1.3571372623726519,-1.4675823356606714,1.9999734971688206,-0.7200522317415952,-0.9924594516994819,0.9874584293082787,-1.4307607978773118,3.959290869473226,1,12
0.5369383863101829,-2.818233883035412,0.2495696565834613,0.13960320911097568,-2.47928251366535,3.5199895845118574,2.272466155620355,1.7295127646153206,0.08141167851548103,-0.3594007514325983,1,13
